game,network,time,mediaindicator,
Hawai'i at Nevada,Oceanic PPV,09/21/2013 20:00,T,
UTSA at UTEP,FOX College Sports,09/21/2013 20:00,T,
Wyoming at Air Force,ESPNU HD,09/21/2013 22:15,T,
Utah at BYU,ESPN2 HD,09/21/2013 22:15,T,
New Mexico St. at UCLA,Pac-12 Networks HD,09/21/2013 22:30,T,
Idaho at Washington St.,Pac-12 Networks HD,09/21/2013 22:30,T,
Iowa St. at Tulsa,FOX Sports 1,09/26/2013 19:30,T,
Virginia Tech at Georgia Tech,ESPN HD,09/26/2013 19:30,T,
Utah St. at San Jose St.,ESPN HD,09/27/2013 21:00,T,
Middle Tennessee at BYU,ESPNU HD,09/27/2013 21:00,T,
Miami (OH) at Illinois,BTN HD,09/28/2013 12:00,T,
Northern Illinois at Purdue,ESPN2 HD,09/28/2013 12:00,T,
Oklahoma St. at West Virginia,ESPN HD,09/28/2013 12:00,T,
SMU at TCU,FOX Sports 1,09/28/2013 12:00,T,
South Alabama at Tennessee,SEC TV,09/28/2013 12:00,T,
South Carolina at UCF,ABC HD,09/28/2013 12:00,T,
Miami (FL) at USF,ESPNU HD,09/28/2013 12:00,T,
East Carolina at North Carolina,ACC Network HD,09/28/2013 12:30,T,
Virginia at Pittsburgh,ACC RSNs,09/28/2013 12:30,T,
Navy at Western Kentucky,ESPNEWS,09/28/2013 14:00,T,
Akron at Bowling Green,ESPN3,09/28/2013 14:30,W,
Toledo at Ball St.,ESPN3,09/28/2013 15:00,W,
Colorado at Oregon St.,Pac-12 Networks,09/28/2013 15:00,T,
Troy at Duke,ESPN3,09/28/2013 15:00,W,
Central Michigan at NC State,ESPN3,09/28/2013 15:30,W,
Connecticut at Buffalo,ESPN3,09/28/2013 15:30,W,
Florida St. at Boston College,ABC/ESPN2 HD,09/28/2013 15:30,T,
Wake Forest at Clemson,ESPNU HD,09/28/2013 15:30,T,
UTEP at Colorado St.,CBS Sports Network HD,09/28/2013 15:30,T,
LSU at Georgia,CBS HD,09/28/2013 15:30,T,
Iowa at Minnesota,ABC/ESPN2 HD,09/28/2013 15:30,T,
Oklahoma at Notre Dame,NBC HD,09/28/2013 15:30,T,
Houston at UTSA,FSN HD,09/28/2013 16:00,T,
Army vs. Louisiana Tech<br>(at Dallas, TX),FOX Sports 1,09/28/2013 16:00,T
Temple at Idaho,Altitude,09/28/2013 17:00,T,
Ole Miss at Alabama,ESPN HD,09/28/2013 18:30,T,
Texas A&M at Arkansas,ESPN2 HD,09/28/2013 19:00,T,
Florida at Kentucky,ESPNU HD,09/28/2013 19:00,T,
Arizona at Washington,FOX HD,09/28/2013 19:00,T,
Tulane at UL-Monroe,ESPN3,09/28/2013 19:00,W,
Wyoming at Texas St.,Longhorn Network,09/28/2013 19:00,T,
Kent St. at Western Michigan,ESPN3,09/28/2013 19:00,W,
FAU at Rice,FOX College Sports,09/28/2013 19:00,T,
Arkansas St. at Missouri,SEC/CSS HD,09/28/2013 19:30,T,
UAB at Vanderbilt,SEC/FSN Regional HD,09/28/2013 19:30,T,
San Diego St. at New Mexico St.,AggieVision,09/28/2013 20:00,T,
Wisconsin at Ohio St.,ABC HD,09/28/2013 20:00,T,
UNLV at New Mexico,ROOT Sports,09/28/2013 20:00,T,
Air Force at Nevada,CBS Sports Network HD,09/28/2013 20:00,T,
Stanford vs. Washington St.<br>(at Seattle, WA),ESPN HD,09/28/2013 22:00,T
Southern Miss at Boise St.,ESPNU HD,09/28/2013 22:15,T,
California at Oregon,Pac-12 Networks,09/28/2013 22:30,T,
USC at Arizona St.,ESPN2 HD,09/28/2013 22:30,T,
Fresno St. at Hawai'i,KSEE<br>Oceanic PPV,09/28/2013 23:59,T,
Western Kentucky at UL-Monroe,ESPNU HD,10/03/2013 19:30,T,
Texas at Iowa St.,ESPN HD,10/03/2013 19:30,T,
UCLA at Utah,FOX Sports 1,10/03/2013 22:00,T,
BYU at Utah St.,CBS Sports Network HD,10/04/2013 20:00,T,
Nevada at San Diego St.,ESPN HD,10/04/2013 21:00,T,
Air Force at Navy,CBS HD,10/05/2013 11:30,T,
Penn St. at Indiana,BTN HD,10/05/2013 12:00,T,
Illinois at Nebraska,ESPNU HD,10/05/2013 12:00,T,
Michigan St. at Iowa,ESPN2 HD,10/05/2013 12:00,T,
Texas Tech at Kansas,FOX Sports 1,10/05/2013 12:00,T,
Georgia St. at Alabama,SEC TV HD,10/05/2013 12:00,T,
Eastern Michigan at Buffalo,ESPN Plus,10/05/2013 12:00,T,
Maryland at Florida St.,ESPN HD,10/05/2013 12:00,T,
Ball St. at Virginia,ACC RSNs,10/05/2013 12:00,T,
Louisville at Temple,American Ath. Network,10/05/2013 12:00,T,
Rutgers at SMU,ESPNEWS,10/05/2013 12:00,T,
North Carolina at Virginia Tech,ACC Network HD,10/05/2013 12:30,T,
South Alabama at Troy,Sun Belt Network,10/05/2013 13:00,T,
Army at Boston College,ESPN3,10/05/2013 13:00,W,
Central Michigan at Miami (OH),ESPN3,10/05/2013 13:00,W,
Ohio at Akron,ESPN3,10/05/2013 14:00,W,
UTSA at Marshall,Time Warner-Texas,10/05/2013 14:00,T,
FAU at UAB,CBS Sports ULive,10/05/2013 15:00,W,
Western Michigan at Toledo,BCSN,10/05/2013 15:00,T,
Massachusetts at Bowling Green,BCSN,10/05/2013 15:30,T,
Northern Illinois at Kent St.,Time Warner Sports,10/05/2013 15:30,T,
Georgia at Tennessee,CBS HD,10/05/2013 15:30,T,
Kansas St. at Oklahoma St.,ABC HD,10/05/2013 15:30,T,
Minnesota at Michigan,ABC/ESPN2 HD,10/05/2013 15:30,T,
North Texas at Tulane,FOX College Sports,10/05/2013 15:30,T,
Rice at Tulsa,CBS Sports Network HD,10/05/2013 15:30,T,
East Carolina at Middle Tennessee,FSN HD,10/05/2013 15:30,T,
Georgia Tech at Miami (FL),ESPNU HD,10/05/2013 15:30,T,
Clemson at Syracuse,ABC/ESPN2 HD,10/05/2013 15:30,T,
NC State at Wake Forest,ACC RSNs,10/05/2013 15:30,T,
FIU at Southern Miss,CSS,10/05/2013 16:00,T,
Washington St. at California,FOX Sports 1,10/05/2013 16:00,T,
UCF at Memphis,ESPN3,10/05/2013 16:30,W,
Oregon at Colorado,Pac-12 Networks,10/05/2013 18:00,T,
New Mexico St. at New Mexico,ROOT Sports,10/05/2013 19:00,T,
TCU at Oklahoma,FOX HD,10/05/2013 19:00,T,
LSU at Mississippi St.,ESPN HD,10/05/2013 19:00,T,
Arkansas at Florida,ESPN2 HD,10/05/2013 19:00,T,
Ole Miss at Auburn,ESPNU HD,10/05/2013 19:00,T,
Cincinnati at USF,ESPN3,10/05/2013 19:00,W,
Texas St. at UL-Lafayette,Cox 4-Louisiana,10/05/2013 19:00,T,
Louisiana Tech at UTEP,CBS Sports Network HD,10/05/2013 19:30,T,
Missouri at Vanderbilt,SEC/CSS HD,10/05/2013 19:30,T,
Kentucky at South Carolina,SEC/FSN Regional HD,10/05/2013 19:30,T,
Arizona St. vs. Notre Dame<br>(at Arlington, TX),NBC HD,10/05/2013 19:30,T
Ohio St. at Northwestern,ABC HD,10/05/2013 20:00,T,
West Virginia at Baylor,FOX Sports 1,10/05/2013 20:00,T,
Washington at Stanford,ESPN HD,10/05/2013 22:30,T,
San Jose St. at Hawai'i,Oceanic PPV,10/05/2013 23:59,T,
Rutgers at Louisville,ESPN HD,10/10/2013 19:30,T,
San Diego St. at Air Force,CBS Sports Network HD,10/10/2013 21:00,T,
Arizona at USC,FOX Sports 1,10/10/2013 22:30,T,
Temple at Cincinnati,ESPN HD,10/11/2013 20:30,T,
USF at Connecticut,American Ath. Network,10/12/2013 12:00,T,
Pittsburgh at Virginia Tech,ESPNU HD,10/12/2013 12:00,T,
Memphis at Houston,ESPNEWS,10/12/2013 12:00,T,
Iowa St. at Texas Tech,FOX Sports 1,10/12/2013 12:00,T,
Kansas at TCU,FSN HD,10/12/2013 12:00,T,
Oklahoma vs. Texas<br>(at Dallas, TX),ABC HD,10/12/2013 12:00,T
Missouri at Georgia,ESPN HD,10/12/2013 12:00,T,
South Carolina at Arkansas,SEC TV,10/12/2013 12:00,T,
Indiana at Michigan St.,ESPN2 HD,10/12/2013 12:00,T,
Nebraska at Purdue,BTN HD,10/12/2013 12:00,T,
Eastern Michigan at Army,CBS Sports Network,10/12/2013 12:00,T,
Navy at Duke,ACC Network HD,10/12/2013 12:30,T,
Buffalo at Western Michigan,ESPN3,10/12/2013 14:00,W,
Central Michigan at Ohio,Time Warner-Ohio,10/12/2013 14:00,T,
Western Carolina at Auburn,CSS PPV,10/12/2013 14:00,T,
Kent St. at Ball St.,ESPN3,10/12/2013 15:00,W,
Miami (OH) at Massachusetts,ESPN3,10/12/2013 15:00,W,
Boston College at Clemson,ABC/ESPN2 HD,10/12/2013 15:30,T,
Florida at LSU,CBS HD,10/12/2013 15:30,T,
Baylor at Kansas St.,FOX HD,10/12/2013 15:30,T,
Northwestern at Wisconsin,ABC/ESPN2 HD,10/12/2013 15:30,T,
Virginia at Maryland,ESPNU HD,10/12/2013 15:30,T,
Syracuse at NC State,ACC RSNs,10/12/2013 15:30,T,
East Carolina at Tulane,WITN,10/12/2013 15:30,T,
San Jose St. at Colorado St.,CBS Sports Network HD,10/12/2013 15:30,T,
New Mexico at Wyoming,ROOT Sports,10/12/2013 15:30,T,
Troy at Georgia St.,Sun Belt Network,10/12/2013 15:30,T,
Rice at UTSA,Time Warner-Texas,10/12/2013 16:00,T,
Oregon at Washington,FOX Sports 1,10/12/2013 16:00,T,
Akron at Northern Illinois,ESPN3,10/12/2013 17:00,W,
Michigan at Penn St.,ESPN HD,10/12/2013 17:00,T,
Marshall at FAU,FOX College Sports,10/12/2013 17:00,T,
Stanford at Utah,Pac-12 Networks,10/12/2013 18:00,T,
Idaho at Arkansas St.,ESPN3,10/12/2013 19:00,W,
Georgia Tech at BYU,ESPNU HD,10/12/2013 19:00,T,
Alabama at Kentucky,ESPN2 HD,10/12/2013 19:00,T,
Middle Tennessee at North Texas,CBS Sports ULive,10/12/2013 19:00,W,
UL-Monroe at Texas St.,Longhorn Network,10/12/2013 19:00,T,
UAB at FIU,CSS,10/12/2013 19:30,T,
Bowling Green at Mississippi St.,SEC/FSN Regional HD,10/12/2013 19:30,T,
Tulsa at UTEP,FOX Sports 1,10/12/2013 20:00,T,
Hawai'i at UNLV,Oceanic PPV,10/12/2013 20:00,T,
Boise St. at Utah St.,CBS Sports Network HD,10/12/2013 20:00,T,
Texas A&M at Ole Miss,ESPN HD,10/12/2013 20:30,T,
Colorado at Arizona St.,Pac-12 Networks,10/12/2013 22:00,T,
California at UCLA,ESPN2 HD,10/12/2013 22:30,T,
Oregon St. at Washington St.,ESPNU HD,10/12/2013 22:30,T,
UL-Lafayette at Western Kentucky,ESPN2 HD,10/15/2013 20:00,T,
Miami (FL) at North Carolina,ESPN HD,10/17/2013 19:30,T,
UCF at Louisville,ESPN HD,10/18/2013 20:00,T,
Connecticut at Cincinnati,ESPNU HD,10/19/2013 12:00,T,
SMU at Memphis,American Ath. Network,10/19/2013 12:00,T,
Southern Miss at East Carolina,FSN HD,10/19/2013 12:00,T,
Navy at Toledo,ESPNEWS,10/19/2013 12:00,T,
Florida at Missouri,SEC TV HD,10/19/2013 12:00,T,
Georgia at Vanderbilt,CBS HD,10/19/2013 12:00,T,
South Carolina at Tennessee,ESPN HD,10/19/2013 12:00,T,
TCU at Oklahoma St.,FOX HD,10/19/2013 12:00,T,
Texas Tech at West Virginia,FOX Sports 1,10/19/2013 12:00,T,
Minnesota at Northwestern,ESPN2 HD,10/19/2013 12:00,T,
Purdue at Michigan St.,BTN HD,10/19/2013 12:00,T,
Syracuse at Georgia Tech,ACC Network HD,10/19/2013 12:30,T,
Akron at Miami (OH),ESPN3,10/19/2013 13:00,W,
Ohio at Eastern Michigan,ESPN3,10/19/2013 13:00,W,
Army at Temple,ESPN3,10/19/2013 13:00,W,
Ball St. at Western Michigan,ESPN3,10/19/2013 14:00,W,
Charleston Southern at Colorado,Pac-12 Networks,10/19/2013 14:00,T,
Colorado St. at Wyoming,ROOT Sports,10/19/2013 14:00,T,
Northern Illinois at Central Michigan,ESPN3,10/19/2013 15:00,W,
Kent St. at South Alabama,ESPN3,10/19/2013 15:00,W,
Massachusetts at Buffalo,Time Warner Sports-Buffalo,10/19/2013 15:30,T,
BYU at Houston,ESPNEWS,10/19/2013 15:30,T,
UCLA at Stanford,ABC/ESPN2 HD,10/19/2013 15:30,T,
Indiana at Michigan,BTN HD,10/19/2013 15:30,T,
Iowa at Ohio St.,ABC/ESPN2 HD,10/19/2013 15:30,T,
Auburn at Texas A&M,CBS HD,10/19/2013 15:30,T,
Oklahoma at Kansas,ESPN HD,10/19/2013 15:30,T,
Maryland at Wake Forest,ESPNU HD,10/19/2013 15:30,T,
Duke at Virginia,ACC RSNs,10/19/2013 15:30,T,
North Texas at Louisiana Tech,CBS Sports Network HD,10/19/2013 15:30,T,
Washington at Arizona St.,Pac-12 Networks,10/19/2013 18:00,T,
Iowa St. at Baylor,ESPNU HD,10/19/2013 19:00,T,
LSU at Ole Miss,ESPN2 HD,10/19/2013 19:00,T,
Arkansas at Alabama,ESPN HD,10/19/2013 19:00,T,
Georgia St. at Texas St.,Sun Belt Network,10/19/2013 19:00,T,
Old Dominion at Pittsburgh,ACC RSNs,10/19/2013 19:00,T,
USC at Notre Dame,NBC HD,10/19/2013 19:30,T,
Rice at New Mexico St.,AggieVision,10/19/2013 20:00,T,
Wisconsin at Illinois,BTN HD,10/19/2013 20:00,T,
Florida St. at Clemson,ABC HD,10/19/2013 20:00,T,
Nevada at Boise St.,CBS Sports Network HD,10/19/2013 20:00,T,
Utah St. at New Mexico,ROOT Sports,10/19/2013 21:00,T,
UNLV at Fresno St.,MW Network,10/19/2013 22:00,W,
Utah at Arizona,Pac-12 Networks,10/19/2013 22:00,T,
Washington St. at Oregon,FOX Sports 1,10/19/2013 22:00,T,
Oregon St. at California,ESPN2 HD,10/19/2013 22:30,T,
UL-Lafayette at Arkansas St.,ESPN2 HD,10/22/2013 20:00,T,
Marshall at Middle Tennessee,FOX Sports 1,10/24/2013 19:30,T,
Kentucky at Mississippi St.,ESPN HD,10/24/2013 19:30,T,
Boise St. at BYU,ESPN HD,10/25/2013 20:00,T,
Nebraska at Minnesota,ESPN HD,10/26/2013 12:00,T,
Northwestern at Iowa,BTN HD,10/26/2013 12:00,T,
Vanderbilt at Texas A&M,SEC TV HD,10/26/2013 12:00,T,
Oklahoma St. at Iowa St.,FSN HD,10/26/2013 12:00,T,
Ball St. at Akron,ESPN Plus,10/26/2013 12:00,T,
Louisville at USF,ESPN2 HD,10/26/2013 12:00,T,
Wake Forest at Miami (FL),ESPNU HD,10/26/2013 12:00,T,
Connecticut at UCF,American Ath. Network,10/26/2013 12:00,T,
Houston at Rutgers,ESPNEWS,10/26/2013 12:00,T,
Georgia Tech at Virginia,ACC Network HD,10/26/2013 12:30,T,
Pittsburgh at Navy,CBS Sports Network HD,10/26/2013 13:00,T,
Miami (OH) at Ohio,ESPN3,10/26/2013 14:00,W,
Toledo at Bowling Green,ESPN3,10/26/2013 14:30,W,
Western Michigan at Massachusetts,ESPN3,10/26/2013 15:00,W,
Temple at SMU,ESPN3,10/26/2013 15:00,W,
Duke at Virginia Tech,ESPNU HD,10/26/2013 15:30,T,
Boston College at North Carolina,ACC RSNs HD,10/26/2013 15:30,T,
Tulsa at Tulane,CST,10/26/2013 15:30,T,
UTEP at Rice,CSS,10/26/2013 15:30,T,
Eastern Michigan at Northern Illinois,CSN Chicago,10/26/2013 15:30,T,
NC State at Florida St.,ABC/ESPN2 HD,10/26/2013 15:30,T,
Clemson at Maryland,ESPN HD,10/26/2013 15:30,T,
Buffalo at Kent St.,Time Warner Sports,10/26/2013 15:30,T,
Michigan St. at Illinois,ABC/ESPN2 HD,10/26/2013 15:30,T,
Texas Tech at Oklahoma,FOX HD,10/26/2013 15:30,T,
Tennessee at Alabama,CBS HD,10/26/2013 15:30,T,
West Virginia at Kansas St.,FOX Sports 1,10/26/2013 15:45,T,
Utah at USC,Pac-12 Network HD,10/26/2013 16:00,T,
Troy at Western Kentucky,ESPN3,10/26/2013 16:00,W,
UAB at UTSA,Time Warner-Texas,10/26/2013 17:00,T,
Notre Dame at Air Force,CBS Sports Network HD,10/26/2013 17:00,T,
Louisiana Tech at FIU,CBS Sports ULive,10/26/2013 18:00,W,
UNLV at Nevada,ESPN3,10/26/2013 18:00,W,
Wyoming at San Jose St.,ROOT Sports,10/26/2013 19:00,T,
South Alabama at Texas St.,ESPN3,10/26/2013 19:00,W,
Georgia St. at UL-Monroe,ESPN3,10/26/2013 19:00,W,
North Texas at Southern Miss,FOX College Sports,10/26/2013 19:00,T,
UCLA at Oregon,ESPN HD,10/26/2013 19:00,T,
Baylor at Kansas,ESPNU HD,10/26/2013 19:00,T,
Furman at LSU,TigerVision PPV,10/26/2013 19:00,T,
South Carolina at Missouri,ESPN2 HD,10/26/2013 19:00,T,
Idaho at Ole Miss,SEC/CSS HD,10/26/2013 19:30,T,
FAU at Auburn,SEC/FSN Regional HD,10/26/2013 19:30,T,
Texas at TCU,FOX Sports 1,10/26/2013 19:30,T,
Penn St. at Ohio St.,ABC HD,10/26/2013 20:00,T,
Arizona at Colorado,Pac-12 Network HD,10/26/2013 20:00,T,
Abilene Christian at New Mexico St.,AggieVision,10/26/2013 20:00,T,
Stanford at Oregon St.,ESPN HD,10/26/2013 22:30,T,
Fresno St. at San Diego St.,ESPN2 HD,10/26/2013 22:30,T,
California at Washington,FOX Sports 1,10/26/2013 23:00,T,
Colorado St. at Hawai'i,Oceanic PPV,10/26/2013 23:59,T,
Cincinnati at Memphis,ESPN2 HD,10/30/2013 20:00,T,
USF at Houston,ESPN HD,10/31/2013 19:00,T,
Rice at North Texas,FOX Sports 1,10/31/2013 19:30,T,
UL-Monroe at Troy,ESPNU HD,10/31/2013 19:30,T,
Arizona St. at Washington St.,ESPN HD,10/31/2013 22:30,T,
USC at Oregon St.,ESPN2 HD,11/01/2013 21:00,T,
Virginia Tech at Boston College,ABC/ESPN2 HD,11/02/2013 12:00,T,
Northern Illinois at Massachusetts,ESPN Plus,11/02/2013 12:00,T,
Army at Air Force,ESPNU HD,11/02/2013 12:00,T,
Wisconsin at Iowa,ABC/ESPN2 HD,11/02/2013 12:00,T,
Ohio St. at Purdue,BTN HD,11/02/2013 12:00,T,
Illinois at Penn St.,ESPN HD,11/02/2013 12:00,T,
Mississippi St. at South Carolina,SEC TV HD,11/02/2013 12:00,T,
Southern Miss at Marshall,CBS Sports Network HD,11/02/2013 12:00,T,
Temple at Rutgers,American Ath. Network,11/02/2013 12:00,T,
North Carolina at NC State,ACC Network,11/02/2013 12:30,T,
Wake Forest at Syracuse,ACC RSNs,11/02/2013 12:30,T,
Middle Tennessee at UAB,FSN HD,11/02/2013 13:00,T,
Western Kentucky at Georgia St.,Sun Belt Network,11/02/2013 13:00,T,
UTSA at Tulsa,CSS,11/02/2013 15:30,T,
Clemson at Virginia,ESPN HD,11/02/2013 15:30,T,
Florida vs. Georgia<br>(at Jacksonville, FL),CBS HD,11/02/2013 15:30,T
Iowa St. at Kansas St.,FOX Sports 1,11/02/2013 15:30,T,
West Virginia at TCU,ESPNU HD,11/02/2013 15:30,T,
Kansas at Texas,Longhorn Network<br>Jayhawk TV,11/02/2013 15:30,T,
Michigan at Michigan St.,ABC HD,11/02/2013 15:30,T,
Northwestern at Nebraska,BTN HD,11/02/2013 15:30,T,
Minnesota at Indiana,BTN HD,11/02/2013 15:30,T,
Navy at Notre Dame,NBC HD,11/02/2013 15:30,T,
Kent St. at Akron,Time Warner Sports,11/02/2013 15:30,T,
Arizona at California,Pac-12 Networks,11/02/2013 15:30,T,
San Jose St. at UNLV,MW Network,11/02/2013 16:00,W,
Hawai'i at Utah St.,CBS Sports Network HD,11/02/2013 16:00,T,
New Mexico St. at UL-Lafayette,Cox 4-Louisiana,11/02/2013 17:00,T,
Tulane at FAU,CBS Sports ULive,11/02/2013 17:00,W,
Texas St. at Idaho,Altitude,11/02/2013 17:00,T,
Auburn at Arkansas,ESPN2 HD,11/02/2013 18:00,T,
East Carolina at FIU,WITN,11/02/2013 18:00,T,
Pittsburgh at Georgia Tech,ESPNU HD,11/02/2013 19:00,T,
Tennessee at Missouri,ESPN HD,11/02/2013 19:00,T,
Oklahoma St. at Texas Tech,FOX HD,11/02/2013 19:00,T,
Eastern Michigan at Toledo,BCSN,11/02/2013 19:00,T,
Colorado at UCLA,FOX Sports 1,11/02/2013 19:30,T,
Alabama St. at Kentucky,SEC/CSS,11/02/2013 19:30,T,
Arkansas St. at South Alabama,ESPN3,11/02/2013 19:30,W,
Boise St. at Colorado St.,CBS Sports Network HD,11/02/2013 20:00,T,
New Mexico at San Diego St.,ROOT Sports,11/02/2013 20:00,T,
Miami (FL) at Florida St.,ABC HD,11/02/2013 20:00,T,
UTEP at Texas A&M,ESPN2 HD,11/02/2013 21:00,T,
Nevada at Fresno St.,ESPNU HD,11/02/2013 22:30,T,
Bowling Green at Miami (OH),ESPNU HD,11/05/2013 20:00,T,
Ohio at Buffalo,ESPN2 HD,11/05/2013 20:00,T,
Central Michigan at Ball St.,ESPN2 HD,11/06/2013 20:00,T,
Oklahoma at Baylor,FOX Sports 1,11/07/2013 19:30,T,
Troy at UL-Lafayette,ESPNU HD,11/07/2013 19:30,T,
Oregon at Stanford,ESPN HD,11/07/2013 21:00,T,
Louisville at Connecticut,ESPN2 HD,11/08/2013 20:30,T,
Air Force at New Mexico,ESPNU HD,11/08/2013 21:00,T,
SMU at Cincinnati,American Ath. Network,11/09/2013 12:00,T,
Florida St. at Wake Forest,ABC HD,11/09/2013 12:00,T,
UAB at Marshall,CSS,11/09/2013 12:00,T,
TCU at Iowa St.,FSN HD,11/09/2013 12:00,T,
Kansas St. at Texas Tech,ABC HD,11/09/2013 12:00,T,
Arkansas at Ole Miss,SEC TV,11/09/2013 12:00,T,
Auburn at Tennessee,ESPN HD,11/09/2013 12:00,T,
Vanderbilt at Florida,SEC/FSN Regional HD,11/09/2013 12:00,T,
Missouri at Kentucky,ESPNU HD,11/09/2013 12:00,T,
Iowa at Purdue,BTN HD,11/09/2013 12:00,T,
Penn St. at Minnesota,ESPN2 HD,11/09/2013 12:00,T,
Western Kentucky at Army,CBS Sports Network HD,11/09/2013 12:00,T,
Appalachian St. at Georgia,WSB,11/09/2013 12:30,T,
Virginia at North Carolina,ACC Network HD,11/09/2013 12:30,T,
Western Michigan at Eastern Michigan,ESPN3,11/09/2013 13:00,W,
Tulane at UTSA,WOAI,11/09/2013 14:00,T,
USC at California,FOX HD,11/09/2013 15:00,T,
Syracuse at Maryland,ACC RSNs,11/09/2013 15:30,T,
Boston College at New Mexico St.,AggieVision,11/09/2013 15:30,T,
Mississippi St. at Texas A&M,CBS HD,11/09/2013 15:30,T,
BYU at Wisconsin,ESPN HD,11/09/2013 15:30,T,
Nebraska at Michigan,ABC HD,11/09/2013 15:30,T,
Illinois at Indiana,BTN HD,11/09/2013 15:30,T,
Hawai'i at Navy,CBS Sports Network HD,11/09/2013 15:30,T,
UTEP at North Texas,CSS,11/09/2013 15:30,T,
Nevada at Colorado St.,MW Network,11/09/2013 15:30,W,
Tulsa at East Carolina,FSN HD,11/09/2013 15:45,T,
FIU at Middle Tennessee,FOX College Sports,11/09/2013 16:00,T,
NC State at Duke,ESPNU HD,11/09/2013 16:00,T,
Kansas at Oklahoma St.,FOX Sports 1,11/09/2013 16:00,T,
Arizona St. at Utah,Pac-12 Networks,11/09/2013 16:00,T,
UT-Martin at Memphis,ESPN3,11/09/2013 16:30,W,
Old Dominion at Idaho,College Sports Direct,11/09/2013 17:00,W,
Texas at West Virginia,FOX HD,11/09/2013 19:00,T,
Virginia Tech at Miami (FL),ESPN HD,11/09/2013 19:00,T,
Houston at UCF,ESPN2 HD,11/09/2013 19:00,T,
Southern Miss at Louisiana Tech,CBS Sports Network HD,11/09/2013 19:00,T,
Arkansas St. at UL-Monroe,ESPN3,11/09/2013 19:00,W,
Utah St. at UNLV,ESPNU HD,11/09/2013 20:00,T,
LSU at Alabama,CBS HD,11/09/2013 20:00,T,
Notre Dame at Pittsburgh,ABC HD,11/09/2013 20:00,T,
Colorado at Washington,Pac-12 Networks,11/09/2013 20:00,T,
UCLA at Arizona,ESPN HD,11/09/2013 22:00,T,
Fresno St. at Wyoming,ESPN2 HD,11/09/2013 22:15,T,
San Diego St. at San Jose St.,CBS Sports Network HD,11/09/2013 22:30,T,
Ohio at Bowling Green,ESPN3,11/12/2013 19:30,W,
Buffalo at Toledo,ESPNU HD,11/12/2013 19:30,T,
Miami (OH) at Kent St.,ESPNU HD,11/13/2013 20:00,T,
Ball St. at Northern Illinois,ESPN2 HD,11/13/2013 20:00,T,
Georgia Tech at Clemson,ESPN HD,11/14/2013 19:30,T,
Marshall at Tulsa,FOX Sports 1,11/14/2013 19:30,T,
Washington at UCLA,ESPN2 HD,11/15/2013 21:00,T,
Central Michigan at Western Michigan,ESPN Plus,11/16/2013 12:00,T,
West Virginia at Kansas,FSN HD,11/16/2013 12:00,T,
Iowa St. at Oklahoma,FOX Sports 1,11/16/2013 12:00,T,
Ohio St. at Illinois,ESPN HD,11/16/2013 12:00,T,
Purdue at Penn St.,BTN HD,11/16/2013 12:00,T,
Indiana at Wisconsin,ESPN2 HD,11/16/2013 12:00,T,
Kentucky at Vanderbilt,SEC TV HD,11/16/2013 12:00,T,
Troy at Ole Miss,ESPNU HD,11/16/2013 12:00,T,
UCF at Temple,American Ath. Networks,11/16/2013 12:00,T,
Cincinnati at Rutgers,ESPNEWS,11/16/2013 12:00,T,
Maryland at Virginia Tech,ACC Network HD,11/16/2013 12:30,T,
North Carolina at Pittsburgh,ACC Network HD,11/16/2013 12:30,T,
FAU at Southern Miss,CSS,11/16/2013 12:30,T,
NC State at Boston College,ACC RSNs HD,11/16/2013 12:30,T,
Akron at Massachusetts,ESPN3,11/16/2013 13:00,W,
Washington St. at Arizona,Pac-12 Network,11/16/2013 14:00,T,
UAB at East Carolina,WITN,11/16/2013 14:00,T,
UL-Lafayette at Georgia St.,ESPN3,11/16/2013 14:00,W,
Connecticut at SMU,ESPN3,11/16/2013 15:00,W,
Idaho St. at BYU,BYUtv HD,11/16/2013 15:00,T,
Miami (FL) at Duke,ESPNU HD,11/16/2013 15:30,T,
Syracuse at Florida St.,ABC/ESPN2 HD,11/16/2013 15:30,T,
Michigan St. at Nebraska,ABC/ESPN2 HD,11/16/2013 15:30,T,
Michigan at Northwestern,BTN HD,11/16/2013 15:30,T,
South Alabama at Navy,CBS Sports Network HD,11/16/2013 15:30,T,
Oklahoma St. at Texas,FOX HD,11/16/2013 15:30,T,
TCU at Kansas St.,FSN HD,11/16/2013 15:30,T,
Georgia at Auburn,CBS HD,11/16/2013 15:30,T,
Utah at Oregon,FOX Sports 1,11/16/2013 16:00,T,
California at Colorado,Pac-12 Networks,11/16/2013 17:30,T,
Florida at South Carolina,ESPN2 HD,11/16/2013 19:00,T,
Baylor vs. Texas Tech<br>(at Arlington, TX),FOX HD,11/16/2013 19:00,T
Houston at Louisville,ESPNU HD,11/16/2013 19:00,T,
Memphis at USF,ESPN3,11/16/2013 19:00,W,
Colorado St. at New Mexico,ROOT Sports,11/16/2013 19:00,T,
Louisiana Tech at Rice,CBS Sports Network HD,11/16/2013 19:00,T,
Texas St. at Arkansas St.,Sun Belt Network,11/16/2013 19:30,T,
Alabama at Mississippi St.,ESPN HD,11/16/2013 19:45,T,
Stanford at USC,ABC HD,11/16/2013 20:00,T,
FIU at UTEP,CBS Sports ULive,11/16/2013 20:00,W,
Oregon St. at Arizona St.,Pac-12 Network,11/16/2013 21:30,T,
